935.5565795898 0.0007694690
942.0545672607 0.0026161946
948.5525549316 0.0206217689
955.0505426025 0.0512466346
961.5485302734 0.0386273432
968.0465179443 0.0096953093
974.5445056152 0.0020006194
981.0424932861 0.0016928318
987.5404809570 0.0020006194
994.0384686279 0.0015389380
1000.5364562988 0.0013850442
1007.0344439697 0.0007694690
1013.5324316406 0.0010772566
1020.0304193115 0.0006155752
1026.5284069824 0.0004616814
1033.0263946533 0.0006155752
1039.5243823242 0.0007694690
1046.0223699951 0.0004616814
1052.5203576660 0.0007694690
1059.0183453369 0.0007694690
1065.5163330078 0.0007694690
1072.0143206787 0.0004616814
1078.5123083496 0.0009233628
1085.0102960205 0.0007694690
1091.5082836914 0.0006155752
1098.0062713623 0.0004616814
1104.5042590332 0.0003077876
1111.0022467041 0.0003077876
1117.5002343750 0.0001538938
1123.9982220459 0.0001538938
1130.4962097168 0.0007694690
1136.9941973877 0.0006155752
1143.4921850586 0.0004616814
1149.9901727295 0.0003077876
1156.4881604004 0.0001538938
1162.9861480713 0.0004616814
1169.4841357422 0.0001538938
1175.9821234131 0.0001538938
1182.4801110840 0.0001538938
1188.9780987549 0.0003077876
1195.4760864258 0.0001538938
1201.9740740967 0.0003077876
1208.4720617676 0.0003077876
1214.9700494385 0.0000000000
1221.4680371094 0.0001538938
1227.9660247803 0.0001538938
1234.4640124512 0.0001538938
1240.9620001221 0.0006155752
1247.4599877930 0.0001538938
1253.9579754639 0.0003077876
1260.4559631348 0.0003077876
1266.9539508057 0.0007694690
1273.4519384766 0.0003077876
1279.9499261475 0.0001538938
1286.4479138184 0.0001538938
1292.9459014893 0.0001538938
1299.4438891602 0.0000000000
1305.9418768311 0.0003077876
1312.4398645020 0.0001538938
1318.9378521729 0.0000000000
1325.4358398438 0.0000000000
1331.9338275146 0.0001538938
1338.4318151855 0.0001538938
1344.9298028564 0.0001538938
1351.4277905273 0.0001538938
1357.9257781982 0.0001538938
1364.4237658691 0.0000000000
1370.9217535400 0.0001538938
1377.4197412109 0.0001538938
1383.9177288818 0.0000000000
1390.4157165527 0.0001538938
1396.9137042236 0.0000000000
1403.4116918945 0.0000000000
1409.9096795654 0.0000000000
1416.4076672363 0.0000000000
1422.9056549072 0.0000000000
1429.4036425781 0.0000000000
1435.9016302490 0.0001538938
1442.3996179199 0.0000000000
1448.8976055908 0.0000000000
1455.3955932617 0.0000000000
1461.8935809326 0.0001538938
1468.3915686035 0.0001538938
1474.8895562744 0.0000000000
1481.3875439453 0.0000000000
1487.8855316162 0.0000000000
1494.3835192871 0.0000000000
1500.8815069580 0.0001538938
1507.3794946289 0.0000000000
1513.8774822998 0.0000000000
1520.3754699707 0.0001538938
1526.8734576416 0.0000000000
1533.3714453125 0.0000000000
1539.8694329834 0.0000000000
1546.3674206543 0.0000000000
1552.8654083252 0.0000000000
1559.3633959961 0.0000000000
1565.8613836670 0.0001538938
1572.3593713379 0.0000000000
1578.8573590088 0.0001538938
