1863 48.3326 47.8061
1864 47.794 46.6734
1865 47.7497 46.0714
1866 47.3747 46.8601
1867 47.189 46.6825
1868 47.4507 48.04
1869 47.0018 47.693
1870 47.2203 46.5388
1871 46.2897 45.4875
1872 46.0495 44.9887
1873 46.0722 44.3689
1874 45.3873 45.1415
1875 44.6476 43.627
1876 44.6028 43.9109
1877 44.6876 44.292
1878 44.2597 42.6322
1879 43.7611 43.7736
1880 43.6363 44.4952
1881 43.8766 43.3576
1882 43.9128 43.4209
1883 44.0689 43.2643
1884 43.6185 41.4341
1885 42.6548 42.2665
1886 41.9133 41.1138
1887 41.6543 42.1642
1888 41.5817 40.6106
1889 41.1026 40.984
1890 40.82 40.8552
1891 40.2465 42.0462
1892 40.4892 39.1778
1893 39.6295 38.4744
1894 39.5076 39.8256
1895 38.8579 38.4436
1896 38.8162 37.2468
1897 38.1619 38.4579
1898 37.9197 38.9045
1899 39.3879 40.5471
1900 39.2692 42.4378
1901 41.0501 43.1626
1902 41.9018 42.9841
1903 44.0965 41.674
1904 42.0383 38.834
1905 39.4766 34.716
1906 36.3079 35.3003
1907 36.5068 39.2665
1908 38.286 39.6218
1909 39.6328 37.8524
1910 38.1596 35.2202
1911 34.7797 35.7505
1912 35.3698 36.1359
1913 36.7627 35.1583
1914 35.8151 34.0444
1915 33.6295 31.684
1916 33.3338 34.9292
1917 34.6069 33.781
1918 34.6605 31.5099
1919 32.6206 31.2438
1920 32.4396 34.7733
1921 33.5265 32.2462
1922 32.527 31.8116
1923 31.8655 31.5113
1924 31.8683 30.4625
1925 32.4211 30.8905
1926 31.6928 30.5246
1927 30.7018 31.5335
1928 30.8688 31.7204
1929 31.1194 30.8392
1930 30.9286 29.0458
1931 30.101 30.1478
1932 29.1032 30.2394
1933 29.6056 30.804
1934 29.7807 28.8083
1935 29.2037 28.6816
1936 28.6865 29.208
1937 28.9545 29.0796
1938 29.2578 27.39
1939 28.5434 28.4539
1940 27.6554 29.2471
1941 27.965 29.0881
1942 27.7985 27.5834
1943 27.5794 26.479
1944 27.348 27.0149
1945 26.7445 27.3632
1946 26.9768 26.0365
1947 26.5095 25.8072
1948 26.208 25.7931
1949 26.2569 26.4542
1950 26.1181 26.3335
1951 25.9884 25.3009
1952 25.541 25.1416
1953 25.5625 25.498
1954 25.5405 25.0487
1955 25.3956 25.2514
1956 25.4009 25.2941
1957 25.6032 25.0414
1958 25.3969 25.4742
1959 25.3242 25.2198
1960 25.313 25.39
1961 25.1253 24.7995
1962 24.8654 25.0412
1963 24.7101 24.6817
1964 24.6219 24.5775
1965 24.6046 24.3104
1966 24.7982 24.2258
1967 24.7122 24.1173
1968 24.4855 24.5102
1969 24.9646 24.7334
1970 24.544 24.0435
1971 24.3894 24.1775
1972 24.2839 23.7159
1973 24.034 24.2599
