44.6189041138 0.0034218329
65.9525002289 0.0020156002
87.2860963440 0.0014999815
108.6196924591 0.0006562419
129.9532885742 0.0013593583
151.2868846893 0.0001874977
172.6204808044 0.0004687442
193.9540769196 0.0008437396
215.2876730347 0.0008906140
236.6212691498 0.0006093675
257.9548652649 0.0004218698
279.2884613800 0.0002812465
300.6220574951 0.0003749954
321.9556536102 0.0004218698
343.2892497253 0.0002343721
364.6228458405 0.0001406233
385.9564419556 0.0003281210
407.2900380707 0.0004687442
428.6236341858 0.0004687442
449.9572303009 0.0003749954
471.2908264160 0.0000468744
492.6244225311 0.0001874977
513.9580186462 0.0001406233
535.2916147614 0.0002343721
556.6252108765 0.0003281210
577.9588069916 0.0001406233
599.2924031067 0.0007031163
620.6259992218 0.0004218698
641.9595953369 0.0003749954
663.2931914520 0.0004218698
684.6267875671 0.0000468744
705.9603836823 0.0002812465
727.2939797974 0.0007031163
748.6275759125 0.0003749954
769.9611720276 0.0005156186
791.2947681427 0.0003749954
812.6283642578 0.0008437396
833.9619603729 0.0005624931
855.2955564880 0.0008906140
876.6291526031 0.0005156186
897.9627487183 0.0003281210
919.2963448334 0.0003281210
940.6299409485 0.0002343721
961.9635370636 0.0008437396
983.2971331787 0.0006093675
1004.6307292938 0.0006562419
1025.9643254089 0.0006562419
1047.2979215240 0.0007968652
1068.6315176392 0.0004687442
1089.9651137543 0.0006562419
1111.2987098694 0.0007499908
1132.6323059845 0.0007968652
1153.9659020996 0.0012656094
1175.2994982147 0.0008437396
1196.6330943298 0.0007499908
1217.9666904449 0.0005624931
1239.3002865601 0.0006562419
1260.6338826752 0.0004218698
1281.9674787903 0.0002812465
1303.3010749054 0.0008437396
1324.6346710205 0.0007031163
1345.9682671356 0.0004218698
1367.3018632507 0.0004218698
1388.6354593658 0.0005156186
1409.9690554810 0.0001874977
1431.3026515961 0.0003749954
1452.6362477112 0.0005156186
1473.9698438263 0.0002343721
1495.3034399414 0.0002812465
1516.6370360565 0.0003281210
1537.9706321716 0.0007031163
1559.3042282867 0.0001874977
1580.6378244019 0.0007499908
1601.9714205170 0.0006093675
1623.3050166321 0.0004687442
1644.6386127472 0.0005156186
1665.9722088623 0.0004218698
1687.3058049774 0.0005624931
1708.6394010925 0.0005156186
1729.9729972076 0.0004218698
1751.3065933228 0.0001406233
1772.6401894379 0.0001874977
1793.9737855530 0.0004687442
1815.3073816681 0.0001874977
1836.6409777832 0.0000468744
1857.9745738983 0.0001406233
1879.3081700134 0.0000000000
1900.6417661285 0.0000000000
1921.9753622437 0.0000468744
1943.3089583588 0.0000000000
1964.6425544739 0.0000000000
1985.9761505890 0.0000000000
2007.3097467041 0.0000000000
2028.6433428192 0.0000000000
2049.9769389343 0.0000468744
2071.3105350494 0.0000000000
2092.6441311646 0.0000000000
2113.9777272797 0.0000468744
2135.3113233948 0.0000000000
2156.6449195099 0.0000937488
