0 828.83411 795.44010
1 795.73865 755.70173
2 756.10559 715.01758
3 714.24371 791.73028
4 794.48553 707.26925
5 706.37018 707.36468
6 707.63458 715.13821
7 715.00018 718.57254
8 718.28833 718.16578
9 718.19244 716.44968
10 716.20874 712.82403
11 712.13794 708.65541
12 708.22614 705.44694
13 705.51190 704.15048
14 703.95593 698.19978
15 698.62360 691.72489
16 691.53235 687.11868
17 686.62152 682.59328
18 682.60699 678.69787
19 678.38391 675.34905
20 674.82867 671.76823
21 671.57849 667.39909
22 667.51099 663.71889
23 663.98486 661.20722
24 659.35773 656.15639
25 655.49359 648.51776
26 650.10669 644.30097
27 646.03375 643.12170
28 642.39954 636.52093
29 637.09906 631.08836
30 633.06635 628.25530
31 626.07275 620.68248
32 622.01697 616.94852
33 615.90405 614.07385
34 613.05377 610.76121
35 609.21692 598.10026
36 601.21271 594.75414
37 594.39703 591.39555
38 588.95422 593.00335
39 588.09174 588.68890
40 588.27258 571.82245
41 576.30927 573.33552
42 572.60187 581.34933
43 574.81586 561.45192
44 561.81641 559.23949
45 562.91357 563.51535
46 562.66083 547.06706
47 545.08075 565.39528
48 564.13123 546.50925
49 547.90405 547.54818
50 551.24963 529.44750
51 532.74939 546.89304
52 546.32227 520.53841
53 524.77631 534.31924
54 534.24304 526.92513
55 522.59814 521.73172
56 519.30255 515.09854
57 518.45312 502.59668
58 504.95514 512.69931
59 510.27777 500.95336
60 499.99698 492.55292
61 499.19031 490.47898
62 490.98337 486.17927
63 483.59641 476.32887
64 481.61591 474.53776
65 473.93188 476.45285
66 473.49518 466.92215
67 463.84152 464.52762
68 461.72931 452.68890
69 455.29376 449.23916
70 451.77316 449.21215
71 446.38254 440.00605
72 439.11551 440.46084
73 439.29312 433.02767
74 430.94193 428.58333
75 427.79410 426.93769
76 425.94461 423.00493
77 419.68369 415.79864
78 414.19849 410.88170
79 412.19763 408.36403
80 409.12048 405.42787
81 405.65729 406.70703
82 407.56149 397.76330
83 398.63672 399.51609
84 398.98215 391.36310
85 392.20621 392.60849
86 391.84793 390.51488
87 391.46521 388.24091
88 387.30640 385.34445
89 385.55914 381.88121
90 380.11981 379.00753
91 376.89294 375.77516
92 374.93823 374.03525
93 373.68582 370.26930
94 371.85486 366.97370
95 367.19803 366.98075
96 363.65411 364.66932
97 362.69012 356.84333
98 360.08566 360.83092
99 359.83203 352.96863
100 354.34341 353.87544
101 353.05920 349.44592
102 351.96066 350.48526
103 350.58142 345.27165
104 345.81110 343.69399
105 344.28583 342.32622
106 342.41141 342.46103
107 340.35632 335.11849
108 338.44510 333.71173
109 336.96872 338.42225
110 333.89441 332.27579
111 331.26773 329.37319
112 328.01004 327.80092
113 329.29105 323.67074
114 327.08417 326.49640
115 324.69537 322.76237
